회사명,거래소코드,회계년도,[제조]   이자비용
(주)그라스텍,028369,2004/12,36986
(주)그라스텍,028369,2005/12,99910
(주)그라스텍,028369,2006/12,57892
(주)그린스틸,086397,2017/12,122405
(주)그린콘크리트,062063,2010/12,190488
(주)그린콘크리트,062063,2011/12,231940
(주)그린콘크리트,062063,2012/12,161918
(주)그린플러스,049015,2007/12,927634
(주)그린플러스,049015,2008/12,1293758
(주)그린플러스,049015,2009/12,905453
(주)그린플러스,049015,2010/12,855651
(주)그린플러스,049015,2011/12,927900
(주)그린플러스,049015,2012/12,812831
(주)극동스텐,056815,2008/12,466121
(주)극동스텐,056815,2009/12,301373
(주)극동스텐,056815,2010/12,288052
(주)극동스텐,056815,2011/12,456569
(주)극동스텐,056815,2012/12,592417
(주)극동스텐,056815,2013/12,527748
(주)극동스텐,056815,2014/12,460534
(주)극동스텐,056815,2015/12,380253
(주)극동스텐,056815,2016/12,345051
(주)극동스텐,056815,2017/12,398910
(주)극동이엔지,067555,2012/12,407026
(주)극동이엔지,067555,2013/12,465247
(주)극동이엔지,067555,2014/12,638142
(주)극동이엔지,067555,2015/12,670489
(주)극동이엔지,067555,2016/12,675669
(주)극동이엔지,067555,2017/12,861714
(주)글라스원,069866,2013/12,262301
(주)글라스원,069866,2014/12,330621
(주)글라스원,069866,2015/12,289273
(주)글라스원,069866,2016/12,283874
(주)글라스원,069866,2017/12,264043
(주)글로실,058058,2009/12,347043
(주)글로실,058058,2010/12,567318
(주)글로실,058058,2011/12,766951
(주)글로실,058058,2012/12,1492020
(주)글로실,058058,2013/12,1377743
(주)글로실,058058,2014/12,1273987
(주)금강기업,085640,2017/12,130240
(주)금강레미컨,013198,2001/12,93695
(주)금강레미컨,013198,2002/12,50904
(주)금강레미컨,013198,2003/12,66478
(주)금강레미컨,013198,2004/12,27629
(주)금강레미컨,013198,2005/12,15217
(주)금강레미컨,013198,2006/12,24565
(주)금강레미컨,013198,2007/12,15304
(주)금강레미컨,013198,2008/12,25535
(주)금강레미컨,013198,2009/12,12948
(주)금강레미컨,013198,2010/12,27035
(주)금강레미컨,013198,2011/12,21633
(주)금강레미컨,013198,2012/12,41558
(주)금강레미컨,013198,2013/12,27465
(주)금강레미컨,013198,2014/12,4786
(주)금강레미컨,013198,2015/12,6309
(주)금강레미컨,013198,2016/12,3637
(주)금강레미컨,013198,2017/12,4456
(주)금강레미콘,042539,2004/12,184264
(주)금강레미콘,042539,2005/12,193336
(주)금강레미콘,042539,2006/12,329373
(주)금강레미콘,042539,2007/12,401222
(주)금강레미콘,042539,2008/12,404636
(주)금강레미콘,042539,2009/12,133836
(주)금강레미콘,042539,2010/12,113215
(주)금강레미콘,042539,2011/12,109947
(주)금강레미콘,042539,2012/12,118773
(주)금강레미콘,042539,2013/12,171221
(주)금강코엔,046251,2006/12,107854
(주)금강코엔,046251,2007/12,831510
(주)금강코엔,046251,2008/12,1230521
(주)금강코엔,046251,2009/12,1076297
(주)금강코엔,046251,2010/12,1096619
(주)금강코엔,046251,2011/12,1084826
(주)금강코엔,046251,2012/12,1101238
(주)금강코엔,046251,2013/12,1153648
(주)금강코엔,046251,2014/12,1163380
(주)금강코엔,046251,2015/12,1187332
(주)금강코엔,046251,2016/12,1022174
(주)금강쿼츠,020665,2001/12,182364
(주)금강쿼츠,020665,2002/12,100067
(주)금강쿼츠,020665,2003/12,62544
(주)금강쿼츠,020665,2004/12,86614
(주)금강쿼츠,020665,2005/12,73819
(주)금강쿼츠,020665,2006/12,94126
(주)금강쿼츠,020665,2007/12,126215
(주)금강쿼츠,020665,2008/12,166390
(주)금강쿼츠,020665,2009/12,110604
(주)금강쿼츠,020665,2010/12,120634
(주)금강쿼츠,020665,2011/12,226624
(주)금강쿼츠,020665,2012/12,306715
(주)금강쿼츠,020665,2013/12,334623
(주)금강쿼츠,020665,2014/12,291830
(주)금강쿼츠,020665,2015/12,175065
(주)금강쿼츠,020665,2016/12,125548
(주)금강쿼츠,020665,2017/12,192505
(주)금당,086845,2017/12,129457
(주)금도하드웨어,069899,2013/12,59997
(주)금도하드웨어,069899,2014/12,106243
(주)금도하드웨어,069899,2015/12,51359
(주)금도하드웨어,069899,2016/12,33650
(주)금도하드웨어,069899,2017/12,20508
(주)금석해운,078194,2015/12,529332
(주)금석해운,078194,2016/12,450767
(주)금석해운,078194,2017/12,331625
(주)금성산업,038947,2002/12,203635
(주)금성산업,038947,2003/12,283962
(주)금성산업,038947,2004/12,372183
(주)금성산업,038947,2005/12,658839
(주)금성산업,038947,2006/12,1176238
(주)금성산업,038947,2007/12,1763695
(주)금성산업,038947,2008/12,3020570
(주)금성산업,038947,2009/12,2573175
(주)금성산업,038947,2010/12,2339358
(주)금성산업,038947,2011/12,1678327
(주)금성산업,038947,2012/12,1706245
(주)금성산업,038947,2013/12,1694322
(주)금성산업,038947,2014/12,1662950
(주)금성산업,038947,2015/12,1804026
(주)금성산업,038947,2016/12,1241284
(주)금성산업,038947,2017/12,1270182
(주)금성열처리,078442,2015/12,164397
(주)금성열처리,078442,2016/12,136443
(주)금성열처리,078442,2017/12,118461
(주)금성이앤씨,060775,2010/12,218393
(주)금성이앤씨,060775,2011/12,162029
(주)금성이앤씨,060775,2012/12,76118
(주)금성이앤씨,060775,2013/12,17344
(주)금성파이프,058505,2009/12,384721
(주)금성파이프,058505,2010/12,308562
(주)금성파이프,058505,2011/12,358236
(주)금성파이프,058505,2012/12,281801
(주)금성파이프,058505,2013/12,216216
(주)금수커넥팅,069961,2013/12,338795
(주)금수커넥팅,069961,2014/12,468515
(주)금수커넥팅,069961,2015/12,493687
(주)금수커넥팅,069961,2016/12,470492
(주)금수커넥팅,069961,2017/12,451467
(주)금아스틸,050010,2007/12,540068
(주)금아스틸,050010,2008/12,853371
(주)금아스틸,050010,2009/12,1014998
(주)금아스틸,050010,2010/12,1064520
(주)금아스틸,050010,2011/12,1221982
(주)금아스틸,050010,2012/12,1751795
(주)금아스틸,050010,2013/12,1970939
(주)금아스틸,050010,2014/12,1999740
(주)금아스틸,050010,2015/12,1694991
(주)금아스틸,050010,2016/12,1781988
(주)금아스틸,050010,2017/12,1473594
